user_input,retrieved_contexts,response,faithfulness,answer_relevancy,context_utilization
whats in the second pdf,"[""careful system design to correct for at the application level. \n• Cost & latency: large models demand significant compute and energy; Section 5.6 covers the \nspecific levers used to manage this in production. \n• Context limits: very long documents still challenge even frontier models — a large context window \n(Section 5.4) does not guarantee the model weighs every part of it equally well. \n9.2 What's Next \nAlongside these challenges, four directions are shaping where LLMs, and the systems built around them, \nare headed next. \nDirection What it means \nMultimodal Text, image, audio, and video understanding unified in \na single model rather than separate systems. \nAgentic AI Autonomous task execution and planning, chaining \ntools and decisions with less human orchestration."", ""3 \n1. Executive Summary \nA large language model (LLM) is a neural network trained on vast amounts of text to predict the next \nword in a sequence. That simple objective, at sufficient scale, produces a system that can write, reason, \nsummarize, translate, and hold conversations — and, when connected to a company's own data, act as \nthe reasoning engine behind production tools. \nThis document explains how LLMs work end to end: how they represent language, how they are trained, \nhow they are served in production, and how to decide between approaches like retrieval-augmented \ngeneration (RAG) and fine-tuning. Concepts are illustrated with concrete, realistic examples of how \nproduction LLM systems are typically built, so the ideas translate directly into practical design decisions."", ""needed to answer it. It degrades due to vocabulary mismatch between the query and source wording, \nchunk boundaries that cut a passage mid-thought, semantic drift in very large chunks, or stale duplicate \ndocuments competing with the current version in the index. It's controlled with hybrid search \n(combining vector similarity with keyword matching), a reranking step over a wider candidate set, and \nchunk sizes tuned per document type. \nGroundedness (faithfulness) measures whether the model's answer is actually supported by the \nretrieved context, rather than the model filling gaps from its own general knowledge, which may be \noutdated or invented. A response can be fluent and even factually correct in general and still be"", ""outdated or invented. A response can be fluent and even factually correct in general and still be \nungrounded, meaning it wasn't really derived from what was retrieved. This is improved by prompting \nthe model to answer only from the provided context and say so when context is insufficient, attaching \ncitations to each claim, and running an automated check that compares the answer against the \nretrieved chunks. \nAnswer relevance is a separate axis again: an answer can be perfectly grounded in the retrieved text \nand still fail to address what the user actually asked, for example answering a related but different \nquestion. This is typically measured by comparing the semantic similarity of the generated answer back \nto the original query. \nWhy these metrics matter together""]",I don't know. There is only one document discussed in our conversation history and context.,0.6666666666666666,0.0,0.0
whats in the wenext_meta pdf explain,"['Meta bills you directly for every template message delivered through the WhatsApp \nBusiness API. Without a valid payment method on file, your phone numbers may be \ndeactivated and you will be unable to send or receive messages. This applies even if you \nare using WeNext — Meta’s charges come directly to you, not through WeNext. \n3.2  How do I add a payment method in Meta? \n5.Log in to business.facebook.com \n6.Go to Settings > Payment Settings \n7.Click “Add Payment Method” \n8.Select your country (India), choose credit or debit card \n9.Enter card details and click Save \n3.3  What happens if my payment method fails? \n•Meta suspends outbound messaging from your phone number \n•You receive an email alert from Meta \n•You must update the payment method and clear any outstanding balance', 'quality rating, and significant organic WhatsApp presence. WeNext can help you apply but \napproval is at Meta’s sole discretion. \n8. Common Blockers & How to Resolve Them \n⾠ Important: Your messaging limit must reach Tier 1 (2,000) before your display name can be \napproved. Complete verification and send your first batch of templates before expecting display name \napproval.\nBlocker Cause Fix\nCannot send templates No payment method on file Add card in Meta Business \nManager > Payment Settings\nStuck at 250 msgs/day Business not verified (Tier 0) Submit documents for Business \nVerification\nTemplate rejected Policy violation or placeholder-\nonly body\nRevise content, add fixed text, \nresubmit\nCannot activate Flows No messaging history / low \nquality\nSend 500+ templates, maintain', '•You receive an email alert from Meta \n•You must update the payment method and clear any outstanding balance \n•WeNext cannot unblock this — it must be resolved directly in your Meta Business \nManager \n4. WhatsApp Messaging Tiers & Limits \n4.1  What are messaging tiers? \nMeta limits how many unique users your business can message per 24 hours. These \nlimits are called tiers and apply to your entire Business Portfolio (not per phone number) \nsince October 2025. All phone numbers under your Business Manager share the same \ntier. \n⾠ Important: This is one of the most common blockers we see. Clients assume WeNext handles \nbilling with Meta. We do not. You must add your own payment method directly in Meta Business \nManager.', '7.2  Can I use my existing WhatsApp Business App number? \nYes, but you must migrate it. The number must be disconnected from the WhatsApp Business \nApp before it can be registered on the API. This process deletes your WhatsApp Business App \nhistory on that number. WeNext can guide you through the migration process. \n7.3  What is a display name and how is it approved? \nWeNext guidance: We recommend clients run a simple utility or authentication template campaign to \n500–1,000 contacts before attempting to activate Flows. This ensures your account has the quality \nhistory Meta needs.\nCTWA advantage: This is the biggest cost lever for WeNext clients running CTWA ads. Messages \nwithin the 72-hour FEP window are completely free of Meta’s per-message charges.']","The WeNext_Meta PDF discusses the following topics:

1. Meta billing and payment methods: How to add a payment method in Meta, and what happens if the payment method fails.
2. WhatsApp messaging tiers and limits: How Meta limits the number of unique users a business can message per 24 hours, and how to resolve common blockers.
3. WhatsApp Business API setup: How to migrate an existing WhatsApp Business App number, and how to get a display name approved.
4. Best practices for WeNext clients: Recommendations for running template campaigns, activating Flows, and optimizing CTWA ads.

It also covers other topics such as business verification, template rejection, and messaging history.",0.8888888888888888,0.8319479946429836,0.6388888888675925
are the 2 pdfs related?,"[""explicitly trained for \nReasoning, coding, and instruction-\nfollowing emerge from scale, not \nexplicit programming \n \nThis is the shift that turned language modeling from a collection of specialized NLP tools into a general-\npurpose reasoning and generation engine — and it's the reason a single model architecture can now sit \nunderneath a PDF question-answering system, a coding assistant, and a customer support agent, with"", ""5 \nthe difference being data and orchestration around the model rather than a different model for each \njob. \nEvery modern LLM (GPT, Claude, Gemini, and LLaMA among them) is built on this same underlying \narchitecture. At a high level, text flows through it in a consistent pipeline: it is tokenized, converted into \nnumerical embeddings, passed through a stack of identical “transformer blocks” that repeatedly refine \nthe model's understanding, and finally converted back into a probability distribution over the next \npossible token. The diagram below shows that full path. \n \nFigure 1 — End-to-end flow of a transformer: from raw text to the next predicted token. \nThe rest of this section walks through each stage of that diagram. \n3.1 Tokenization & Embeddings"", ""model can reason about — the conversation, retrieved documents, instructions — must fit inside this \nwindow. A larger window doesn't guarantee better use of that space; models can still lose track of \ndetails buried in the middle of a very long context. \nTemperature: controls how much randomness is applied when choosing the next token. A low \ntemperature (around 0.1) makes output deterministic and repeatable, favoring the single most likely \ntoken every time — useful for factual or structured tasks. A high temperature (1.0 or above) allows less-\nlikely tokens to be chosen more often, producing more varied, creative, but less predictable output. \nTop-p (nucleus sampling): a complementary control that samples only from the smallest set of tokens"", 'dollars for frontier models. \n4.2 Supervised Fine-Tuning (SFT) \nThe pretrained model is then shown curated examples of instruction-response pairs — a question and a \nwell-written answer — so it learns the format of being an assistant rather than just a text-completion \nengine. This is the stage that turns a raw language model into something that behaves like a chatbot. \n4.3 Reinforcement Learning from Human Feedback (RLHF) \nHumans rank multiple model responses to the same prompt from best to worst. A reward model is \ntrained on those rankings, and the LLM is then further trained to produce outputs that the reward \nmodel scores highly. This is the stage most responsible for a model feeling helpful, honest, and safe \nrather than just fluent. \nWhy leadership should care about this pipeline']","No, the two PDFs are not related. The first PDF discusses large language models, while the second PDF (WeNext_Meta) discusses topics related to Meta billing, WhatsApp messaging, and business setup.",,0.38806167825700744,
who is Sachin Tendulkar?,"['Your display name is what WhatsApp users see as your business name in conversations. It \nmust comply with Meta’s naming guidelines: it must clearly represent your business, cannot be \na generic term, and must not be misleading. Display name approval requires Business \nVerification to be complete first. \n7.4  What is the Official Business Account (green tick)? \nThe green tick (OBA status) is a verification badge that appears next to your business name in \nWhatsApp conversations. It is not automatic — Meta grants it selectively to well-known brands. \nRequirements include: Business Verification complete, display name approved, consistent high \nquality rating, and significant organic WhatsApp presence. WeNext can help you apply but \napproval is at Meta’s sole discretion.', '2.1  What is Business Verification? \nBusiness Verification is Meta’s process of confirming that your business is a legitimate, \nregistered entity. It is mandatory to unlock higher messaging tiers, send certain template \ncategories, and use authentication templates (OTPs). \n2.2  What documents does Meta accept for verification? \n•GST registration certificate \n•Certificate of Incorporation \n•Business license or trade license \n•Utility bill in the business name (electricity, phone, water) \n•Bank statement showing business name \n2.3  How long does verification take? \nTypically 2–5 business days. It can take up to 14 days if documents are unclear, incomplete, or \nif Meta requires additional review. Indian businesses with GST certificates usually get approved \nfaster.', 'if Meta requires additional review. Indian businesses with GST certificates usually get approved \nfaster. \n2.4  What happens if verification is rejected? \n•Meta sends an email explaining the reason \n•You can resubmit with corrected documents immediately \n•Common rejection reasons: name mismatch, document too old (must be within 6 \nmonths), document not in English (add a certified translation) \n2.5  Do I need verification to start testing? \nNo. Without verification, your account operates at Tier 0 and can send up to 250 messages per \nday to any WhatsApp number. This is sufficient for testing. However, you cannot send OTP/\nauthentication templates and cannot scale beyond 250 messages without completing \nverification. \n3. Payment Method — Why It Is Mandatory', 'The rest of this section walks through each stage of that diagram. \n3.1 Tokenization & Embeddings \nText is first broken into tokens, then each token is converted into a vector — a long list of numbers — \ncalled an embedding. This is not arbitrary: the model learns to place words with similar meaning close \ntogether in this numerical space. This same idea, applied to whole chunks of text rather than single \ntokens, is what powers semantic search — it turns a document into vectors so that passages with similar \nmeaning end up near each other, regardless of whether they share exact keywords.']",I don't know. There is no information about Sachin Tendulkar in the provided context.,,0.0,
who is pm of India?,"[""needed to answer it. It degrades due to vocabulary mismatch between the query and source wording, \nchunk boundaries that cut a passage mid-thought, semantic drift in very large chunks, or stale duplicate \ndocuments competing with the current version in the index. It's controlled with hybrid search \n(combining vector similarity with keyword matching), a reranking step over a wider candidate set, and \nchunk sizes tuned per document type. \nGroundedness (faithfulness) measures whether the model's answer is actually supported by the \nretrieved context, rather than the model filling gaps from its own general knowledge, which may be \noutdated or invented. A response can be fluent and even factually correct in general and still be"", '•You must have used at least 50% of your current daily limit in the past 7 days \n•If both conditions are met, Meta upgrades your tier within 6 hours \n4.4  Can my tier be downgraded? \nNo. As of October 2025, Meta removed automatic tier downgrades. Your quality rating dropping \nto Low will prevent further upgrades but will not reduce your existing tier. Once you reach a tier, \nyou stay there. \nTier Daily Limit Requirement Auto-upgrade\nTier 0 250 messages No verification No\nTier 1 2,000 messages Business verified Yes\nTier 2 10,000 messages 50% usage in 7 days Every 6 hrs\nTier 3 100,000 messages 50% usage in 7 days Every 6 hrs\nUnlimited Unlimited 50% usage in 7 days Every 6 hrs\nNew in October 2025: Limits now apply at the Business Portfolio level, not per phone number. New', '""Understanding"" might become two tokens: ""Understand"" and ""ing"". Everything the model does is built \non top of this next-token prediction loop, repeated thousands of times to generate a full response. \nWhat makes this powerful is scale: trained on trillions of tokens of text with billions of parameters (the \nmodel\'s internal, learned weights), the model implicitly absorbs grammar, facts, reasoning patterns, and \ncoding conventions — not because it was told the rules, but because predicting text well requires \nlearning them. \n3. The Transformer Architecture \n3.0 Origins: “Attention Is All You Need” \nThe transformer was introduced in a 2017 paper titled “Attention Is All You Need,” published by a team', '15 \n9. Challenges & The Road Ahead \nNo production LLM deployment is free of trade-offs. Being explicit about the current limits — and where \nthe field is headed — is part of using this technology responsibly. \n9.1 Current Challenges \n• Hallucinations: models generate plausible but incorrect information, because generation is \nfundamentally a statistical prediction of the next token, not a database lookup. This is inherent to \nhow LLMs work, not a bug that gets fully patched away. \n• Bias & safety: training data reflects the biases present in the text it was drawn from, which \nrequires deliberate alignment work (see Section 4.3, RLHF) to correct for at the model level, and \ncareful system design to correct for at the application level.']",I don't know. There is no information about the Prime Minister of India in the provided context.,,0.8721988938695852,
explain me all the topics in this pdf,"['6 \n3.2 Self-Attention — ""Who Is This Word Talking To?"" \nSelf-attention is the mechanism that lets every word in a sentence look at every other word and decide \nhow much to ""pay attention"" to it when building its own meaning. In the sentence ""The trophy didn\'t fit \nin the suitcase because it was too big,"" attention is what allows the model to correctly link ""it"" to \n""trophy"" rather than ""suitcase"" — by weighing the relevance of every other word in context. \nPlain-English version \nAttention is a dynamic, learned weighting system — for every word, it asks ""which other words in this \nsentence matter most to understanding me?"" and blends their information in accordingly. \n3.3 Multi-Head Attention \nRather than computing attention once, the model runs several attention computations in parallel', ""careful system design to correct for at the application level. \n• Cost & latency: large models demand significant compute and energy; Section 5.6 covers the \nspecific levers used to manage this in production. \n• Context limits: very long documents still challenge even frontier models — a large context window \n(Section 5.4) does not guarantee the model weighs every part of it equally well. \n9.2 What's Next \nAlongside these challenges, four directions are shaping where LLMs, and the systems built around them, \nare headed next. \nDirection What it means \nMultimodal Text, image, audio, and video understanding unified in \na single model rather than separate systems. \nAgentic AI Autonomous task execution and planning, chaining \ntools and decisions with less human orchestration."", ""5 \nthe difference being data and orchestration around the model rather than a different model for each \njob. \nEvery modern LLM (GPT, Claude, Gemini, and LLaMA among them) is built on this same underlying \narchitecture. At a high level, text flows through it in a consistent pipeline: it is tokenized, converted into \nnumerical embeddings, passed through a stack of identical “transformer blocks” that repeatedly refine \nthe model's understanding, and finally converted back into a probability distribution over the next \npossible token. The diagram below shows that full path. \n \nFigure 1 — End-to-end flow of a transformer: from raw text to the next predicted token. \nThe rest of this section walks through each stage of that diagram. \n3.1 Tokenization & Embeddings"", '""Understanding"" might become two tokens: ""Understand"" and ""ing"". Everything the model does is built \non top of this next-token prediction loop, repeated thousands of times to generate a full response. \nWhat makes this powerful is scale: trained on trillions of tokens of text with billions of parameters (the \nmodel\'s internal, learned weights), the model implicitly absorbs grammar, facts, reasoning patterns, and \ncoding conventions — not because it was told the rules, but because predicting text well requires \nlearning them. \n3. The Transformer Architecture \n3.0 Origins: “Attention Is All You Need” \nThe transformer was introduced in a 2017 paper titled “Attention Is All You Need,” published by a team']","The context provided covers the following topics:

1. **Self-Attention**: A mechanism that allows every word in a sentence to look at every other word and decide how much to ""pay attention"" to it when building its own meaning.
2. **Multi-Head Attention**: Running several attention computations in parallel.
3. **Challenges**: Cost, latency, and context limits of large models.
4. **Future Directions (What's Next)**: Four directions shaping the future of LLMs, including:
	* **Multimodal**: Unifying text, image, audio, and video understanding in a single model.
	* **Agentic AI**: Autonomous task execution and planning.
5. **Transformer Architecture**: An overview of how text flows through a transformer model, including:
	* **Tokenization & Embeddings**
	* **Transformer Blocks**: Repeatedly refining the model's understanding.
6. **Origins of the Transformer**: Introduced in a 2017 paper titled ""Attention Is All You Need"".
7. **Model Training**: Trained on trillions of tokens of text with billions of parameters, allowing the model to implicitly absorb grammar, facts, reasoning patterns, and coding conventions.",,,
how do transformers work?,"[""3.0 Origins: “Attention Is All You Need” \nThe transformer was introduced in a 2017 paper titled “Attention Is All You Need,” published by a team \nof researchers at Google Brain and Google Research. Its central claim was radical at the time: you don't \nneed recurrence (processing words one at a time in order) or convolution to model language well — \nattention alone, applied in parallel across an entire sequence, is enough. That paper's architecture is,"", '""Understanding"" might become two tokens: ""Understand"" and ""ing"". Everything the model does is built \non top of this next-token prediction loop, repeated thousands of times to generate a full response. \nWhat makes this powerful is scale: trained on trillions of tokens of text with billions of parameters (the \nmodel\'s internal, learned weights), the model implicitly absorbs grammar, facts, reasoning patterns, and \ncoding conventions — not because it was told the rules, but because predicting text well requires \nlearning them. \n3. The Transformer Architecture \n3.0 Origins: “Attention Is All You Need” \nThe transformer was introduced in a 2017 paper titled “Attention Is All You Need,” published by a team', ""3 \n1. Executive Summary \nA large language model (LLM) is a neural network trained on vast amounts of text to predict the next \nword in a sequence. That simple objective, at sufficient scale, produces a system that can write, reason, \nsummarize, translate, and hold conversations — and, when connected to a company's own data, act as \nthe reasoning engine behind production tools. \nThis document explains how LLMs work end to end: how they represent language, how they are trained, \nhow they are served in production, and how to decide between approaches like retrieval-augmented \ngeneration (RAG) and fine-tuning. Concepts are illustrated with concrete, realistic examples of how \nproduction LLM systems are typically built, so the ideas translate directly into practical design decisions."", ""5 \nthe difference being data and orchestration around the model rather than a different model for each \njob. \nEvery modern LLM (GPT, Claude, Gemini, and LLaMA among them) is built on this same underlying \narchitecture. At a high level, text flows through it in a consistent pipeline: it is tokenized, converted into \nnumerical embeddings, passed through a stack of identical “transformer blocks” that repeatedly refine \nthe model's understanding, and finally converted back into a probability distribution over the next \npossible token. The diagram below shows that full path. \n \nFigure 1 — End-to-end flow of a transformer: from raw text to the next predicted token. \nThe rest of this section walks through each stage of that diagram. \n3.1 Tokenization & Embeddings""]","Transformers work by tokenizing text into numerical embeddings, which are then passed through a stack of identical ""transformer blocks"" that repeatedly refine the model's understanding. This process allows the model to predict the next possible token in a sequence, and is built on the concept of self-attention, where every word in a sentence looks at every other word to decide how much to ""pay attention"" to it. The model is trained on vast amounts of text data, allowing it to implicitly absorb grammar, facts, reasoning patterns, and coding conventions.",,,
what is self attention? How did it help,"['6 \n3.2 Self-Attention — ""Who Is This Word Talking To?"" \nSelf-attention is the mechanism that lets every word in a sentence look at every other word and decide \nhow much to ""pay attention"" to it when building its own meaning. In the sentence ""The trophy didn\'t fit \nin the suitcase because it was too big,"" attention is what allows the model to correctly link ""it"" to \n""trophy"" rather than ""suitcase"" — by weighing the relevance of every other word in context. \nPlain-English version \nAttention is a dynamic, learned weighting system — for every word, it asks ""which other words in this \nsentence matter most to understanding me?"" and blends their information in accordingly. \n3.3 Multi-Head Attention \nRather than computing attention once, the model runs several attention computations in parallel', ""3.0 Origins: “Attention Is All You Need” \nThe transformer was introduced in a 2017 paper titled “Attention Is All You Need,” published by a team \nof researchers at Google Brain and Google Research. Its central claim was radical at the time: you don't \nneed recurrence (processing words one at a time in order) or convolution to model language well — \nattention alone, applied in parallel across an entire sequence, is enough. That paper's architecture is,"", ""5 \nthe difference being data and orchestration around the model rather than a different model for each \njob. \nEvery modern LLM (GPT, Claude, Gemini, and LLaMA among them) is built on this same underlying \narchitecture. At a high level, text flows through it in a consistent pipeline: it is tokenized, converted into \nnumerical embeddings, passed through a stack of identical “transformer blocks” that repeatedly refine \nthe model's understanding, and finally converted back into a probability distribution over the next \npossible token. The diagram below shows that full path. \n \nFigure 1 — End-to-end flow of a transformer: from raw text to the next predicted token. \nThe rest of this section walks through each stage of that diagram. \n3.1 Tokenization & Embeddings"", ""outdated or invented. A response can be fluent and even factually correct in general and still be \nungrounded, meaning it wasn't really derived from what was retrieved. This is improved by prompting \nthe model to answer only from the provided context and say so when context is insufficient, attaching \ncitations to each claim, and running an automated check that compares the answer against the \nretrieved chunks. \nAnswer relevance is a separate axis again: an answer can be perfectly grounded in the retrieved text \nand still fail to address what the user actually asked, for example answering a related but different \nquestion. This is typically measured by comparing the semantic similarity of the generated answer back \nto the original query. \nWhy these metrics matter together""]","Self-attention is a mechanism that allows every word in a sentence to look at every other word and decide how much to ""pay attention"" to it when building its own meaning. It helps the model to correctly link words in a sentence, such as linking ""it"" to ""trophy"" rather than ""suitcase"" in the sentence ""The trophy didn't fit in the suitcase because it was too big."" This is done by weighing the relevance of every other word in context, allowing the model to understand the sentence better.",,,
explain me about the transformer architecture,"[""explicitly trained for \nReasoning, coding, and instruction-\nfollowing emerge from scale, not \nexplicit programming \n \nThis is the shift that turned language modeling from a collection of specialized NLP tools into a general-\npurpose reasoning and generation engine — and it's the reason a single model architecture can now sit \nunderneath a PDF question-answering system, a coding assistant, and a customer support agent, with"", ""3.0 Origins: “Attention Is All You Need” \nThe transformer was introduced in a 2017 paper titled “Attention Is All You Need,” published by a team \nof researchers at Google Brain and Google Research. Its central claim was radical at the time: you don't \nneed recurrence (processing words one at a time in order) or convolution to model language well — \nattention alone, applied in parallel across an entire sequence, is enough. That paper's architecture is,"", ""5 \nthe difference being data and orchestration around the model rather than a different model for each \njob. \nEvery modern LLM (GPT, Claude, Gemini, and LLaMA among them) is built on this same underlying \narchitecture. At a high level, text flows through it in a consistent pipeline: it is tokenized, converted into \nnumerical embeddings, passed through a stack of identical “transformer blocks” that repeatedly refine \nthe model's understanding, and finally converted back into a probability distribution over the next \npossible token. The diagram below shows that full path. \n \nFigure 1 — End-to-end flow of a transformer: from raw text to the next predicted token. \nThe rest of this section walks through each stage of that diagram. \n3.1 Tokenization & Embeddings"", '6 \n3.2 Self-Attention — ""Who Is This Word Talking To?"" \nSelf-attention is the mechanism that lets every word in a sentence look at every other word and decide \nhow much to ""pay attention"" to it when building its own meaning. In the sentence ""The trophy didn\'t fit \nin the suitcase because it was too big,"" attention is what allows the model to correctly link ""it"" to \n""trophy"" rather than ""suitcase"" — by weighing the relevance of every other word in context. \nPlain-English version \nAttention is a dynamic, learned weighting system — for every word, it asks ""which other words in this \nsentence matter most to understanding me?"" and blends their information in accordingly. \n3.3 Multi-Head Attention \nRather than computing attention once, the model runs several attention computations in parallel']","The Transformer architecture was introduced in a 2017 paper titled ""Attention Is All You Need"". It's a radical approach that claims attention alone, applied in parallel across an entire sequence, is enough to model language well, without needing recurrence or convolution. 

At a high level, the architecture works as follows: 
1. Text is tokenized and converted into numerical embeddings.
2. It passes through a stack of identical ""transformer blocks"" that refine the model's understanding.
3. The output is converted into a probability distribution over the next possible token.

Key components of the Transformer architecture include:
- Tokenization & Embeddings
- Self-Attention: allows every word to look at every other word and decide how much to ""pay attention"" to it.
- Multi-Head Attention: runs several attention computations in parallel. 

This architecture is the foundation of modern Large Language Models (LLMs), including GPT, Claude, Gemini, and LLaMA.",,,
whats there in this photo give me all the details in it,"[""3.0 Origins: “Attention Is All You Need” \nThe transformer was introduced in a 2017 paper titled “Attention Is All You Need,” published by a team \nof researchers at Google Brain and Google Research. Its central claim was radical at the time: you don't \nneed recurrence (processing words one at a time in order) or convolution to model language well — \nattention alone, applied in parallel across an entire sequence, is enough. That paper's architecture is,"", ""model can reason about — the conversation, retrieved documents, instructions — must fit inside this \nwindow. A larger window doesn't guarantee better use of that space; models can still lose track of \ndetails buried in the middle of a very long context. \nTemperature: controls how much randomness is applied when choosing the next token. A low \ntemperature (around 0.1) makes output deterministic and repeatable, favoring the single most likely \ntoken every time — useful for factual or structured tasks. A high temperature (1.0 or above) allows less-\nlikely tokens to be chosen more often, producing more varied, creative, but less predictable output. \nTop-p (nucleus sampling): a complementary control that samples only from the smallest set of tokens"", ""5 \nthe difference being data and orchestration around the model rather than a different model for each \njob. \nEvery modern LLM (GPT, Claude, Gemini, and LLaMA among them) is built on this same underlying \narchitecture. At a high level, text flows through it in a consistent pipeline: it is tokenized, converted into \nnumerical embeddings, passed through a stack of identical “transformer blocks” that repeatedly refine \nthe model's understanding, and finally converted back into a probability distribution over the next \npossible token. The diagram below shows that full path. \n \nFigure 1 — End-to-end flow of a transformer: from raw text to the next predicted token. \nThe rest of this section walks through each stage of that diagram. \n3.1 Tokenization & Embeddings"", '15 \n9. Challenges & The Road Ahead \nNo production LLM deployment is free of trade-offs. Being explicit about the current limits — and where \nthe field is headed — is part of using this technology responsibly. \n9.1 Current Challenges \n• Hallucinations: models generate plausible but incorrect information, because generation is \nfundamentally a statistical prediction of the next token, not a database lookup. This is inherent to \nhow LLMs work, not a bug that gets fully patched away. \n• Bias & safety: training data reflects the biases present in the text it was drawn from, which \nrequires deliberate alignment work (see Section 4.3, RLHF) to correct for at the model level, and \ncareful system design to correct for at the application level.']",I don't know. There is no photo mentioned in the context. The context only discusses the PDF about Large Language Models (LLMs) and the Transformer architecture.,,0.0,
give me all that is there in this picture,"[""rather than just fluent. \nWhy leadership should care about this pipeline \nCost, capability, and behavior are set at different stages. If a hosted model's tone or refusal behavior \ndoesn't fit a use case, that is almost always an RLHF-stage property — no amount of prompt engineering \nfully overrides it. This is one reason model selection matters as much as prompt design. \n5. How an LLM Is Used in Production \n5.1 Inference Basics \nOnce trained, generating a response means repeatedly predicting the next token and feeding it back in. \nTwo concepts matter operationally:"", '6 \n3.2 Self-Attention — ""Who Is This Word Talking To?"" \nSelf-attention is the mechanism that lets every word in a sentence look at every other word and decide \nhow much to ""pay attention"" to it when building its own meaning. In the sentence ""The trophy didn\'t fit \nin the suitcase because it was too big,"" attention is what allows the model to correctly link ""it"" to \n""trophy"" rather than ""suitcase"" — by weighing the relevance of every other word in context. \nPlain-English version \nAttention is a dynamic, learned weighting system — for every word, it asks ""which other words in this \nsentence matter most to understanding me?"" and blends their information in accordingly. \n3.3 Multi-Head Attention \nRather than computing attention once, the model runs several attention computations in parallel', 'The rest of this section walks through each stage of that diagram. \n3.1 Tokenization & Embeddings \nText is first broken into tokens, then each token is converted into a vector — a long list of numbers — \ncalled an embedding. This is not arbitrary: the model learns to place words with similar meaning close \ntogether in this numerical space. This same idea, applied to whole chunks of text rather than single \ntokens, is what powers semantic search — it turns a document into vectors so that passages with similar \nmeaning end up near each other, regardless of whether they share exact keywords.']","I don't know what is in the picture as the context only mentions ""Figure 1 — End-to-end flow of a transformer: from raw text to the next predicted token"" but does not describe the contents of the picture.",,0.0,
],"['Actually, looking at the layout, it\'s a 2x2 grid.\n- Top Left: Full page view.\n- Top Right: Zoomed in on the browser header and website header.\n- Bottom Left: Zoomed in on the ""Booking is confirmed"" section and start of ticket details.\n- Bottom Right: Zoomed in on the seat details, purple banner, and footer.\n\nWait, let me re-examine the full image provided. It looks like a single image composed of 4 distinct screenshots arranged in a grid.\n- Top Left: Full screenshot.\n- Top Right: Crop of the top header.\n- Bottom Left: Crop of the middle section.\n- Bottom Right: Crop of the bottom section.']","You haven't asked a question yet. Please go ahead and ask, and I'll do my best to answer based on the context provided.",,,
ok,"['Actually, looking at the layout, it\'s a 2x2 grid.\n- Top Left: Full page view.\n- Top Right: Zoomed in on the browser header and website header.\n- Bottom Left: Zoomed in on the ""Booking is confirmed"" section and start of ticket details.\n- Bottom Right: Zoomed in on the seat details, purple banner, and footer.\n\nWait, let me re-examine the full image provided. It looks like a single image composed of 4 distinct screenshots arranged in a grid.\n- Top Left: Full screenshot.\n- Top Right: Crop of the top header.\n- Bottom Left: Crop of the middle section.\n- Bottom Right: Crop of the bottom section.']","You haven't asked a question yet. Please go ahead and ask, and I'll do my best to answer based on the context provided.",,0.0,
what happens if the payment fails?,"['Meta bills you directly for every template message delivered through the WhatsApp \nBusiness API. Without a valid payment method on file, your phone numbers may be \ndeactivated and you will be unable to send or receive messages. This applies even if you \nare using WeNext — Meta’s charges come directly to you, not through WeNext. \n3.2  How do I add a payment method in Meta? \n5.Log in to business.facebook.com \n6.Go to Settings > Payment Settings \n7.Click “Add Payment Method” \n8.Select your country (India), choose credit or debit card \n9.Enter card details and click Save \n3.3  What happens if my payment method fails? \n•Meta suspends outbound messaging from your phone number \n•You receive an email alert from Meta \n•You must update the payment method and clear any outstanding balance', 'A: Yes. The number used for WhatsApp API cannot simultaneously be active on the \nWhatsApp personal app or WhatsApp Business app. If you want to use your existing \nnumber, it must be migrated off the app first. \nQ: My Business Verification was rejected. What do I do? \nA: Check the rejection email from Meta for the specific reason. Common fixes: ensure the \nbusiness name matches exactly, use a recent document (within 6 months), provide a \ntranslation if the document is not in English, and resubmit. WeNext support can assist \nyou in preparing the correct documents. \nQ: How many templates do I need before activating WeNext flows? \nA: You need at least 1 approved template, but we recommend sending at least 500 \ndelivered messages across your templates before activating flows. This gives your', 'if Meta requires additional review. Indian businesses with GST certificates usually get approved \nfaster. \n2.4  What happens if verification is rejected? \n•Meta sends an email explaining the reason \n•You can resubmit with corrected documents immediately \n•Common rejection reasons: name mismatch, document too old (must be within 6 \nmonths), document not in English (add a certified translation) \n2.5  Do I need verification to start testing? \nNo. Without verification, your account operates at Tier 0 and can send up to 250 messages per \nday to any WhatsApp number. This is sufficient for testing. However, you cannot send OTP/\nauthentication templates and cannot scale beyond 250 messages without completing \nverification. \n3. Payment Method — Why It Is Mandatory']","If your payment method fails, Meta will suspend outbound messaging from your phone number, and you will receive an email alert from Meta. You must then update the payment method and clear any outstanding balance.",,0.9263571694277998,
